original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
263,https://wg21.link/lwg3061,2025-11-03 17:10:07,success,,compare_3way,<algorithm>,C++,,,,Behavior Change,The return type deduction for templates involving `compare_3way` caused ambiguities due to conflicting deductions involving `strong_ordering` and `strong_equality`. The function template was revised to clarify the behavior and return type through conditional logic for cases where certain expressions are well-formed.,https://cplusplus.github.io/LWG/issues/3061
261,https://wg21.link/lwg2334,2025-11-03 17:10:07,success,,atomic,std::atomic,C++,,,,Behavior Change,Clarify the usage of atomic's default constructor and improve its compatibility with C by resolving undefined behavior scenarios and ambiguities in its initialization semantics. The changes ensure atomic objects default to a type-compatible value rather than leaving them in an uninitialized state.,"Library Working Group (LWG) Issue 2334 - Resolved by P0883 (Belfast, 2019)"
265,https://wg21.link/lwg3269,2025-11-03 17:10:08,success,,parse,chrono,C++,,,,Behavior Change,"Prior to the change, parse manipulators did not specify the result of extraction from the stream, preventing them from being portably chained with other operations.",https://cplusplus.github.io/LWG/issues/3269
264,https://wg21.link/lwg3179,2025-11-03 17:10:07,success,,subrange,Standard Library,C++,,,,Behavior Change,To ensure semantic correctness by enforcing that values of `subrange` are always in the domain of the `Range` concept. This change forbids the construction of invalid `subrange` instances that do not denote a valid range.,https://cplusplus.github.io/active-issues.html#3179
266,https://wg21.link/lwg3349,2025-11-03 17:10:11,success,,__cpp_lib_constexpr_complex,<complex>,C++,,,,Behavior Change,Addition of the macro __cpp_lib_constexpr_complex for consistent feature macros as specified in P0415R1. The macro was initially overlooked in WG21 deliberations and omitted from the Wordings section of the paper and latest working draft N4842.,https://www.open-std.org/jtc1/sc22/wg21/docs/papers/2017/p0415r1.html
267,https://wg21.link/lwg2412,2025-11-03 17:10:12,success,,"promise::get_future(), promise::set_value(), and related functions","[futures.promise], [futures.task.members]",C++,,,,Behavior Change,"Address data race issues when calling promise::get_future() and promise::set_value() concurrently. Updated synchronization rules to ensure calls do not conflict and avoid undefined behavior, aligning with C++ multithreading standards.",https://cplusplus.github.io/LWG/lwg-active.html
268,https://wg21.link/lwg2968,2025-11-03 17:10:13,success,,reserve(),std::basic_string,C++,,,shrink_to_fit(),Behavior Change,"To unify behavior across containers like std::vector, std::unordered_map, and std::unordered_set, and to avoid inconsistent behavior when using reserve() on std::basic_string.",https://cplusplus.github.io/LWG/lwg2968.html
270,https://wg21.link/lwg3180,2025-11-03 17:10:14,success,,std::ranges::minmax_element,Standard Template Library (STL),C++,,,std::ranges::minmax_element_result,Parameter Change,"The return type for std::ranges::minmax_element was inconsistent with the intended design principle, which mandates that algorithms returning aggregate results should use a return type named foo_result (e.g., minmax_element_result). This change enhances clarity and aligns with design practices for algorithm result types.",Snapshot page from LWG Issues List (Issue 3180): https://wg21.link/3180
271,https://wg21.link/lwg3270,2025-11-03 17:10:14,success,,%j Parsing and Formatting with durations,chrono,C++,,,,Behavior Change,"Clarification of %j to consistently represent durations as a decimal number of days, aligning formatting and parsing behavior when the target type is 'duration'.",https://cplusplus.github.io/LWG/issues/3270
272,https://wg21.link/lwg3350,2025-11-03 17:10:14,success,,lexicographical_compare_three_way,C++ Standard Library,C++,,,,Behavior Change,"The previous return type over-complicated the implementation by unnecessarily deducing the common comparison category with `strong_ordering`. The change simplifies the return type, making the function straightforward and avoiding ill-formed deductions.",https://cplusplus.github.io/LWG/issues/3350
269,https://wg21.link/lwg3062,2025-11-03 17:10:14,success,,is_execution_policy_v,algorithms.parallel.overloads,C++,,,is_execution_policy_v<remove_cvref_t<ExecutionPolicy>>,Performance Optimization,Throughput regressions in C++17 mode due to unnecessary use of decay_t. Optimizing with remove_cvref_t aligns with recent changes made by LWG to improve compiler throughput performance.,https://cplusplus.github.io/LWG/issues/3062
275,https://wg21.link/lwg3065,2025-11-03 17:10:20,success,,path non-member operators,<filesystem>,C++,,,,Behavior Change,To ensure consistent and expected behavior for path equality comparison and other operator use cases by making them hidden friends. This avoids surprising behavior during implicit type conversions.,https://cplusplus.github.io/LWG/issues/3065
273,https://wg21.link/lwg2444,2025-11-03 17:10:18,success,,std::sort_heap,Standard Template Library (STL),C++,,,,Behavior Change,The original complexity requirement of N log(N) comparisons was inconsistent with the mathematical feasibility and implementation details (notably using pop_heap) which revealed that the upper bound should more accurately be 2N log(N). Exact complexity requirements were reconsidered due to concerns about restricting debug features.,https://cplusplus.github.io/LWG/lwg-issues.html
274,https://wg21.link/lwg2969,2025-11-03 17:10:19,success,,polymorphic_allocator::construct,Standard Library (std),C++,C++17,,Updated `polymorphic_allocator::construct` with revised uses-allocator construction rules per C++20 specification,Behavior Change,"The original implementation relied on a hold-over from the Library Fundamentals TS (LFTS), which did not integrate seamlessly into C++17. Specifically, the `resource()` method did not conform to allocator requirements, leading to ill-formed uses-allocator constructions involving `std::promise` and similar types when using memory resources.",https://cplusplus.github.io/LWG/issues/2969
279,https://wg21.link/lwg2498,2025-11-03 17:10:21,success,,"operator>>(basic_istream&&, T&&)",standard library,C++,,,,Behavior Change,The operator was updated to return the correct value category (`basic_istream&&`) to prevent issues such as dangling references or ill-formed code. This ensures proper handling of the value category for rvalue input streams.,https://cplusplus.github.io/LWG/lwg-active.html#2498
278,https://wg21.link/lwg3351,2025-11-03 17:10:21,success,,ranges::enable_safe_range,[ranges.syn],C++,,,,Behavior Change,"The constraint on ranges::enable_safe_range serves no purpose and causes unnecessary satisfaction checking and dependency cycles. The variable template is only used in the ranges::safe_range concept, which already checks range<T> before using enable_safe_range<T>, making the constraint unnecessary.",https://wg21.link/3351
277,https://wg21.link/lwg3272,2025-11-03 17:10:21,success,,%I%p,chrono library,C++,,,,Behavior Change,"Clarifies how %I%p should parse and format durations since midnight as 'time of day elapsed since midnight', ensuring consistency when handling chrono types like `duration` and `time_point`.",Library Active Issues List (LWG issue 3272)
276,https://wg21.link/lwg3182,2025-11-03 17:10:20,success,,Same,Standard Library (Concepts),C++,,,Same (updated definition),Behavior Change,"The previous definition of the Same concept did not provide the intended symmetric subsumption relationship between Same<T, U> and Same<U, T>, leading to ambiguity and unclear behavior. The updated definition explicitly implements the subsumption relationship using a straightforward library implementation.",https://cplusplus.github.io/LWG/lwg-active.html#3182
281,https://wg21.link/lwg3067,2025-11-03 17:10:26,success,,recursive_directory_iterator::pop,filesystem,C++,,,,Behavior Change,"To efficiently implement iterator traversal, the function must invalidate copies of the iterator to avoid incorrect behavior and ensure best performance.",https://en.cppreference.com/w/cpp/filesystem/recursive_directory_iterator
280,https://wg21.link/lwg2970,2025-11-03 17:10:26,success,,std::visit,variant,C++,,,,Behavior Change,"The return type of `std::visit` was misspecified to refer only to the common type of all possible visitation calls, without considering the value category, which could lead to unintended behavior such as loss of reference types.",https://wg21.link/LWG2970
284,https://wg21.link/lwg3352,2025-11-03 17:10:27,success,,i <=> j,container.requirements.general,C++,C++20,,i <=> j with strong_ordering only,Behavior Change,"""strong_equality"" was deemed a meaningless term and was removed to ensure clarity and alignment with random access iterator requirements.",https://cplusplus.github.io/LWG/lwg-active.html#3352
283,https://wg21.link/lwg3273,2025-11-03 17:10:27,success,,weekday_indexed,chrono,C++,,,,Behavior Change,"To resolve inconsistency in handling index values, allowing a wider range [0, 7] for better compatibility and logical alignment.",https://wg21.link/LWG3273
282,https://wg21.link/lwg3183,2025-11-03 17:10:26,success,,"std::disable_sized_sentinel, std::ranges::disable_sized_range, std::enable_view",Standard C++ Library (Ranges and Views),C++,,,,Behavior Change,"To provide normative permission for users to specialize these variable templates in compliance with the C++ Standard requirements, allowing flexible handling of user-defined iterators, sentinels, and ranges that satisfy syntax but do not model the semantics of SizedSentinel or SizedRange concepts.",https://cplusplus.github.io/LWG/issues/3183
285,https://wg21.link/lwg2499,2025-11-03 17:10:28,success,,"operator>>(basic_istream&, CharT*)",iostream,C++,2018-08-23,2018-11-11,"operator>>(basic_istream&, CharT(&)[N])",API Removal,"The overload poses significant risks of buffer overflows when used incorrectly. Despite some legitimate use cases, the safety risks outweigh the benefits. The replacement API ensures safer usage with array references, mitigating runtime and compilation errors.",https://cplusplus.github.io/LWG/issues/2499
286,https://wg21.link/lwg2972,2025-11-03 17:10:28,success,,is_trivially_destructible,meta.unary.prop,C++,,,,Behavior Change,"Clarification of behavior regarding the treatment of trivial destructors for types like `int`. The intention is for `is_trivially_destructible_v<int>` to yield `true`, aligning with existing implementations.",Library Active Issues List snapshot (LWG Issue 2972)
287,https://wg21.link/lwg3070,2025-11-03 17:10:32,success,,path::lexically_relative,fs.path.gen,C++,,,,Behavior Change,"Unexpected results occur when filename elements are incorrectly interpreted as root-name on certain implementations, causing clobbering of the entire path.",https://en.cppreference.com/w/cpp/filesystem/path
288,https://wg21.link/lwg3184,2025-11-03 17:10:32,success,,bind_front,Standard Library,C++,,,,Behavior Change,Inconsistencies in wording and usage compared to other standard elements and inefficiencies in the evaluation order.,https://cplusplus.github.io/LWG/issues/3184
290,https://wg21.link/lwg3354,2025-11-03 17:10:34,success,,has_strong_structural_equality,<type_traits>,C++,C++20,,is_template_parameter_type,API Deprecation,"The core language term 'strong structural equality' was removed post-Belfast 2019 meeting, making the definition of `has_strong_structural_equality` meaningless. Furthermore, it was deemed redundant by the library reflector discussions due to lack of practical use cases.",https://wg21.link/lwg3354
289,https://wg21.link/lwg3274,2025-11-03 17:10:33,success,,std::span,support.limits.general,C++,,,,Behavior Change,"Updates to the std::span API were introduced to align with changes from P1024R3 (Kona, 2019). The original addition was guided by P0122R7 (Jacksonville, 2018).",https://cplusplus.github.io/LWG/issues/3274
291,https://wg21.link/lwg2511,2025-11-03 17:10:34,success,,scoped_allocator_adaptor,std (C++ Standard Library),C++,,,,Behavior Change,"The original design required arguments in piecewise construction tuples to be CopyConstructible, which became obsolete after the adoption of DR 2203 and P0475R1. The piecewise construction tuples are typically formed with rvalue references, which are not CopyConstructible. The requirement was adjusted to better handle non-movable types by emphasizing rvalue handling and moving tuples.",https://cplusplus.github.io/LWG/issues/2511
293,https://wg21.link/lwg3074,2025-11-03 17:10:34,success,,valarray<T> operator*,<valarray>,C++,,,"valarray<T> operator*(const valarray<T>&, const typename valarray<T>::value_type&)",Behavior Change,Previous behavior of argument deduction from the scalar was ill-formed. The deduced type mismatch caused compilation issues. Change ensures deductions are limited to valarray for compatibility and correctness.,https://cplusplus.github.io/LWG/lwg-active.html#3074
292,https://wg21.link/lwg2974,2025-11-03 17:10:34,success,,tuple_element and variant_alternative,C++ Standard Library,C++,,,,Behavior Change,"To ensure diagnostic and clarification when instantiating tuple_element or variant_alternative with an out-of-bounds index, preventing undefined behavior in such cases.",https://cplusplus.github.io/LWG/issue2974
294,https://wg21.link/lwg3185,2025-11-03 17:10:38,success,,uses_allocator_construction_args,<memory>,C++,,,,Behavior Change,To correctly incorporate `constexpr` memory allocation into the working paper (WP) as introduced by P0591r4.,https://cplusplus.github.io/LWG/issues/3185
295,https://wg21.link/lwg3276,2025-11-03 17:10:38,success,,split_view::outer_iterator::value_type,std::ranges,C++,,,,Behavior Change,Enhancement to align with view semantics as `split_view::outer_iterator::value_type` is considered a view and should inherit all 'view goodies' for ABI compatibility and compliance with the C++20 standard.,https://wg21.link/LWG3276
296,https://wg21.link/lwg3355,2025-11-03 17:10:39,success,,"uninitialized_copy, uninitialized_copy_n, uninitialized_move, uninitialized_move_n",ranges (C++ Standard Library),C++,,,,Behavior Change,"To support move-only input iterators introduced by P1207, the memory algorithms were modified.",https://cplusplus.github.io/LWG/issues/3355
299,https://wg21.link/lwg3075,2025-11-03 17:10:41,success,,basic_string,Standard Library,C++,,,,Behavior Change,The existing deduction guides introduced in LWG 2946's PR caused compilation issues for certain uses of basic_string with basic_string_view in C++17. This necessitated the introduction of additional deduction guides to resolve those problems.,https://cplusplus.github.io/LWG/lwg-active.html#3075
297,https://wg21.link/lwg2593,2025-11-03 17:10:40,success,,allocator.requirements (Table 28 adjustments),std::allocator,C++,N4567 (relative wording),,,Behavior Change,"To ensure moved-from allocators behave consistently and do not result in varying states, which may disrupt container implementations and prevent correct allocation from the original resource pool.",Library Active Issues List (Issue 2593): 'Moved-from state of Allocators'
298,https://wg21.link/lwg2975,2025-11-03 17:10:41,success,,construct,std::allocator (includes scoped_allocator_adaptor and polymorphic_allocator),C++,C++17,,,Behavior Change,"The existing 'construct' overloads did not properly perform piecewise uses-allocator construction for pairs, leading to incorrect behavior when invoked with specific combinations of arguments. Updated wording resolves ambiguities and aligns behavior with expectations for uses_allocator constructions.",https://cplusplus.github.io/LWG/issues/2975
300,https://wg21.link/lwg3186,2025-11-03 17:10:41,success,,"ranges remove, ranges partition, ranges partial_sort_copy, ranges unique, ranges stable_partition",<algorithm>,C++,,,"subrange for remove, partition, and unique; partial_sort_copy_result for partial_sort_copy",Behavior Change,"The algorithms discarded useful information when returning results. The subrange type allows retaining the 'end-of-range' iterator as part of the result, improving usability with ranges. For partial_sort_copy, the new partial_sort_copy_result aligns better with other copy algorithms and provides clarity.",https://cplusplus.github.io/LWG/issues/3186
301,https://wg21.link/lwg3277,2025-11-03 17:10:43,success,,weakly_incrementable,Standard Library,C++,C++20,,,Behavior Change,The pre-increment operation applied to prvalues is no longer required for the weakly_incrementable concept. This revision improves the consistency and definition of iterator concepts.,https://cplusplus.github.io/LWG/issues/3277
302,https://wg21.link/lwg3356,2025-11-03 17:10:45,success,,__cpp_lib_nothrow_convertible,<type_traits>,C++,N/A,N/A,__cpp_lib_is_nothrow_convertible,API Deprecation,The naming convention for feature test macros in SD-6 specifies that macros testing for the presence of a single type trait should follow the format '__cpp_lib_FOO'. The previous name did not conform to this standard.,Library Working Group Issue 3356 (Discussion and proposed resolution)
304,https://wg21.link/lwg2976,2025-11-03 17:10:46,success,,uses_allocator specialization for packaged_task,<future>,C++,C++20,,,API Removal,The allocator support in packaged_task was removed in LWG Issue 2921 but the uses_allocator partial specialization was mistakenly left dangling.,https://cplusplus.github.io/LWG/lwg-active.html#2976
303,https://wg21.link/lwg2597,2025-11-03 17:10:46,success,,std::log,complex.transcendentals,C++,,,,Behavior Change,"The original specification of `std::log` for complex numbers was inconsistent with how the C standard defines the function, particularly in handling branch cuts and the imaginary part's behavior on the negative real axis. Clarifications and alignment with the C standard were necessary.",https://cplusplus.github.io/LWG/issue2597
305,https://wg21.link/lwg3076,2025-11-03 17:10:47,success,,basic_string,std::string (C++ standard library),C++,,,Updated `basic_string` constructor overloads with constraints,Behavior Change,Ambiguity in Class Template Argument Deduction (CTAD) caused compilation errors due to conflicting constructor overloads.,https://cplusplus.github.io/LWG/lwg-issues.html#3076
306,https://wg21.link/lwg3187,2025-11-03 17:10:47,success,,uses_allocator_construction_args,std::allocator,C++,,,,Behavior Change,"The original implementation of `uses_allocator_construction_args` introduced a bug that incorrectly handled the value category of the allocator. Specifically, it returned arguments containing an lvalue allocator when the function checked `is_constructible` using an rvalue allocator, causing compilation to fail.",https://cplusplus.github.io/LWG/issues/3187
308,https://wg21.link/lwg3358,2025-11-03 17:10:50,success,,span.cons,std,C++,,,,Behavior Change,"The API description incorrectly suggested that `to_address(first)` could throw exceptions. This was updated to reflect that all `std::to_address` overloads are `noexcept`, ensuring clarity and compliance with the no-throw guarantee of integer-class conversions to integral types.",https://cplusplus.github.io/LWG/issues/3358
307,https://wg21.link/lwg3278,2025-11-03 17:10:49,success,,join_view<V>::iterator<true>,std::ranges,C++,,,,Behavior Change,"The `join_view<V>::iterator<true>` attempted to write through a `const join_view` pointer when the `simple-view<V>` type was true and `ref_is_glvalue` was false. This caused issues as the `inner_` field was not marked mutable, resulting in an inability to modify the field safely in a single-pass join view.",https://cplusplus.github.io/LWG/issue3278
309,https://wg21.link/lwg2682,2025-11-03 17:10:51,success,,filesystem::copy,Filesystem Library,C++,,,,Behavior Change,The API originally did nothing when attempting to create a symlink to a directory using `copy_options::create_symlinks`. This behavior was deemed incorrect and was updated to either report an error or provide a fallback behavior for properly handling directory creation and copying.,https://cplusplus.github.io/LWG/issue2682
311,https://wg21.link/lwg3077,2025-11-03 17:10:53,success,,push_back and emplace_back,Standard Library (STL),C++,,,,Behavior Change,"To align the behavior of `push_back` and `emplace_back` with the general wording in container requirements, ensuring that the `end` iterator is invalidated during reallocation and clarifying iterator invalidation policies.",https://cplusplus.github.io/LWG/lwg-active.html#3077
310,https://wg21.link/lwg2977,2025-11-03 17:10:52,success,,unordered_meow::merge,unordered associative container,C++,,,,Behavior Change,"The `Throws:` clause in the API was incorrect. The merge operation may require rehashing to maintain `max_load_factor`, which could necessitate allocation that may throw exceptions.",https://cplusplus.github.io/LWG/lwg-active.html#2977
313,https://wg21.link/lwg3279,2025-11-03 17:10:54,success,,readable,iterator.concept,C++,C++20 (proposed version),,P1878 implementation,Behavior Change,"The current implementation failed to strip top-level references when checking for nested typedefs during `readable_traits` evaluation, causing inconsistencies with `shared_ptr<int>&` not satisfying the `readable` concept.",https://cplusplus.github.io/LWG/lwg-active.html#3279
312,https://wg21.link/lwg3190,2025-11-03 17:10:54,success,,std::allocator::allocate,std::allocator,C++,,,,Behavior Change,"To ensure that the storage allocated for `n` elements of type `T` is sufficient, particularly when `n` has a very large value, avoiding situations where too little storage is returned (e.g., when `n` is `SIZE_MAX / 2` and `T` is `short`).",https://wg21.link/LWG3190
315,https://wg21.link/lwg2693,2025-11-03 17:10:57,success,,std::complex arithmetic and value operators,Standard C++ Library,C++,,,,Behavior Change,"To enable complex-number arithmetic to be performed at compile time, treating complex numbers on the same footing as real numbers.",https://cplusplus.github.io/LWG/lwg-active.html#2693
314,https://wg21.link/lwg3359,2025-11-03 17:10:56,success,,chrono::leap,chrono,C++,N/A,N/A,chrono::leap_second,Behavior Change,"Support was added for both positive and negative leap seconds in alignment with UTC standards. While only positive leap seconds have been inserted to date, the definition of UTC allows for both.",https://cplusplus.github.io/LWG/lwg-active.html
316,https://wg21.link/lwg2978,2025-11-03 17:10:58,success,,"std::pmr::string, std::pmr::u16string, std::pmr::u32string, std::pmr::wstring",C++ Standard Library,C++,,,"std::hash specialization for std::pmr::{string, u16string, u32string, wstring}",API Addition,"Enhancement to provide hash support for std::pmr::{string, u16string, u32string, wstring} similar to their std:: counterparts.",https://cplusplus.github.io/LWG/lwg-issues.html
317,https://wg21.link/lwg3079,2025-11-03 17:10:59,success,,create_directory,filesystem,C++,,,,Behavior Change,The original overloads of `create_directory` with `existing_p` were missing the intended behavior clarification that no error should be reported when `p` resolves to an existing directory.,https://cplusplus.github.io/LWG/issues/3079
318,https://wg21.link/lwg3191,2025-11-03 17:11:00,success,,std::ranges::shuffle,alg.random.shuffle,C++,,,,Behavior Change,"The `ConvertibleTo` requirement was deemed unnecessary because the core language ensures integral type convertibility, making the explicit constraint redundant.",https://cplusplus.github.io/IssuesList.html#3191
144,https://wg21.cmeerw.net/cwg/issue2447,2025-11-03 17:08:18,success,,abbreviated function templates,WG21 CWG Issues,C++,,,,Behavior Change,"The current wording for abbreviated function templates could lead to incorrect conclusions about the formation of abbreviated function templates. An inconsistency between paragraph 2 and paragraph 4 of the specification was identified as unintentional, leading to clarifications.",https://cmeerw.org/track/issues/2447
319,https://wg21.link/lwg3280,2025-11-03 17:11:01,success,,"reverse_view, filter_view, transform_view, take_view, join_view, split_view",std::ranges,C++,C++20,,Non-template constructors for the respective view classes,Behavior Change,Constraint recursion caused by template constructors led to compilation failure. Non-template constructors fulfill the required functionality without negative impact on design.,Library Active Issues List (https://cplusplus.github.io/LWG/issues.html)
320,https://wg21.link/lwg3360,2025-11-03 17:11:02,success,,three_way_comparable_with,C++ Standard Library,C++,C++20,,Updated definition as proposed resolution,Behavior Change,"The original definition was inconsistent with similar concepts such as equality_comparable_with and totally_ordered_with. The change ensures better consistency, readability, and usability of comparison concepts in general.",https://cplusplus.github.io/LWG/active.html#3360
322,https://wg21.link/lwg2979,2025-11-03 17:11:03,success,,aligned_union,meta.trans.other,C++,,,,Behavior Change,"The aligned_union description did not initially require the types provided to be complete object types, which could lead to undefined behavior. The change ensures stricter requirements are applied to prevent potential misuse.",https://www.open-std.org/jtc1/sc22/wg21/docs/papers/N4659
321,https://wg21.link/lwg2741,2025-11-03 17:11:03,success,,is_partitioned,[alg.partitions] (Standard C++ Library),C++,N/A,N/A,Updated wording following P0896R4 (‘The One Range’ proposal),Behavior Change,Modern C++ predicates may not have a fixed argument type — they might be function templates accepting varied arguments. The previous requirements referencing predicates' argument types were outdated and incompatible with the advancement of adaptable function objects in contemporary C++.,https://cplusplus.github.io/LWG/issues/2741.html
324,https://wg21.link/lwg3194,2025-11-03 17:11:05,success,,convertible_to,Standard Template Library (STL),C++,N4800,N4830,convertible_to (updated definition based on N4835),Behavior Change,The original definition of the ConvertibleTo concept had discrepancies between the prose and implementation code. Adjustments were made to align better with the intended semantics and add clarity to the requirements.,https://cplusplus.github.io/LWG/lwg-active.html#3194
325,https://wg21.link/lwg3281,2025-11-03 17:11:06,success,,subrange,std::ranges,C++,,,,Behavior Change,Implicitly converting pair-like types to a subrange is dangerous and should be disallowed as pair-like types holding iterators may not denote a valid range.,https://cplusplus.github.io/LWG/issue3281
323,https://wg21.link/lwg3080,2025-11-03 17:11:04,success,,from_chars,charconv,C++,,,,Behavior Change,"Ensure semantic consistency for floating-point round-tripping, accommodating migration from strtod() to from_chars() without breaking changes.",https://wg21.link/lwg3080
326,https://wg21.link/lwg3362,2025-11-03 17:11:07,success,,operator!=,stop_source,C++,C++20,N4842,operator==,API Removal,operator!= was deemed unnecessary due to new core language rules and functionality already provided by operator==.,https://cplusplus.github.io/LWG/issues/3362
327,https://wg21.link/lwg2780,2025-11-03 17:11:09,success,,basic_string_view::copy,string.view,C++,,,,Behavior Change,"The improvement was enabled by the relaxed constexpr rules introduced in C++14 and further evolved in C++20, aligning the API behavior with modern expectations and standards. This change ensures that the `constexpr` qualifier is applied to `copy`, allowing for better performance and compile-time validation.",https://cplusplus.github.io/LWG/lwg-active.html#2780
329,https://wg21.link/lwg3083,2025-11-03 17:11:10,success,,ios::iword,[ios.base.storage],C++,,,,Behavior Change,"Clarified the valid indices for calling `ios::iword` and `ios::pword`, ensuring safety and consistency by requiring indices to be obtained via `xalloc`. Implementations needed clarity on undefined behavior or valid argument ranges.",https://cplusplus.github.io/LWG/lwg-active.html#3083
330,https://wg21.link/lwg3196,2025-11-03 17:11:11,success,,std::optional<T>,Standard Library,C++,,,,Behavior Change,"The previous behavior allowed arrays to be used as `T`, causing ill-formed results when `value_or` attempted to return `T` by value, which isn't possible for array types. Existing practice enforced rejection of array types.",https://wg21.link/3196
328,https://wg21.link/lwg2980,2025-11-03 17:11:10,success,,atomic_compare_exchange_weak_explicit and atomic_compare_exchange_strong_explicit,depr.util.smartptr.shared.atomic,C++,C++20,,,Behavior Change,"The atomic compare_exchange API was modified to clarify equivalence conditions for empty shared pointers. Empty shared pointers can store different objects through aliasing, and the new behavior ensures proper consideration for such cases.",https://cplusplus.github.io/LWG/issues/2980
331,https://wg21.link/lwg3282,2025-11-03 17:11:12,success,,subrange converting constructor,std::ranges,C++,,,,Behavior Change,"To prevent slicing and invalid pointer arithmetic when a base pointer is constructed from a derived pointer, which leads to undefined behavior.",https://cplusplus.github.io/LWG/issues/issue3282
333,https://wg21.link/lwg2783,2025-11-03 17:11:13,success,,emplace,stack and queue adaptors,C++,C++17,,,Behavior Change,"The return type of `emplace` in `stack` and `queue` was changed to `decltype(auto)` to ensure compatibility with C++14-conforming containers without breaking existing code. This allows `emplace` to return the appropriate type depending on the container used, thus maintaining backward compatibility.",https://github.com/cplusplus/draft/issues/2783
332,https://wg21.link/lwg3363,2025-11-03 17:11:13,success,,drop_while_view,ranges,C++,,,,Behavior Change,"The `drop_while_view` API incorrectly satisfies `sized_range` due to the complexity requirement of its `size` member function inherited from `view_interface`. It does not meet the non-amortized O(1) requirement, which is fundamental to the `sized_range` concept.",https://cplusplus.github.io/LWG/issues/3363
334,https://wg21.link/lwg2981,2025-11-03 17:11:13,success,,"reference_wrapper, lock_guard, scoped_lock, unique_lock, shared_lock",Standard Library,C++,,,,Behavior Change,Redundant deduction guides were explicitly defined in the standard library but rendered moot due to core wording changes (P0433R2) that automatically added a 'copy deduction candidate'.,https://cplusplus.github.io/LWG/issues/2981
337,https://wg21.link/lwg3284,2025-11-03 17:11:17,success,,random_access_iterator,Standard Library (C++ STL),C++,,,,Behavior Change,Unary minus inadvertently promoted difference type due to integer promotion; change ensures semantic consistency when using unary negate.,https://github.com/cplusplus/draft/issues/3284 (Library Active Issues List snapshot)
336,https://wg21.link/lwg3198,2025-11-03 17:11:16,success,,std::span::span(),N/A,C++,,,,Constraint Change,The original constraint 'Extent <= 0' does not make logical sense for proper implementation. The updated constraint 'Extent == dynamic_extent || Extent == 0' aligns with the intended behavior.,"Library Active Issues List (Issue 3198), https://cplusplus.github.io/LWG/issues/3198"
335,https://wg21.link/lwg3087,2025-11-03 17:11:16,success,,splice,list,C++,,,,Behavior Change,"An instance of '&x' was missed during the specification update in section 23.3.11.5 [list.ops], resulting in the need to explicitly define its behavior for '&' and '&&' qualifiers and associated requirements.",https://cplusplus.github.io/LWG/issue3087
340,https://wg21.link/lwg2982,2025-11-03 17:11:19,success,,size_type deduction guides,"unordered_set, unordered_multiset",C++,,,,Behavior Change,Inconsistency in the implementation of size_type parameter deduction guides across associative containers (unordered_set and unordered_multiset). The committee intended for all size_type deduction guides to refer to the member type deduced by the deduction guide itself.,https://cplusplus.github.io/LWG/lwg-active.html#2982
342,https://wg21.link/lwg3199,2025-11-03 17:11:20,success,,operator>> for std::bitset<N>,Standard Template Library (STL),C++,,,,Behavior Change,Previous behavior of processing `std::bitset<0>` caused confusion due to inconsistencies between reading characters and setting the `failbit`. This modification ensures proper behavior and adherence to the documented specification.,https://cplusplus.github.io/LWG/issue3199
341,https://wg21.link/lwg3091,2025-11-03 17:11:19,success,,time_of_day,30.9 [time.hms],C++,,,hh_mm_ss,Behavior Change,"The original specification for the `time_of_day` class did not account for fractional durations that could not be converted to integral seconds, leading to inconsistencies. The updated behavior ensures subseconds are restricted to representable fractional decimal digits, addressing issues with precision and compatibility.",https://cplusplus.github.io/LWG/issues/3091
339,https://wg21.link/lwg2797,2025-11-03 17:11:18,success,,"Type traits (e.g., is_base_of, is_convertible, is_callable, is_nothrow_callable, alignment_of)",Standard Library (C++),C++,C++17 (initially marked 'Ready'),,,Behavior Change,Addressed trait precondition violations to ensure programs become ill-formed rather than producing hard-to-detect errors when preconditions are not met. This was aimed at improving consistency and reliability in the type trait definitions across different use cases.,https://wg21.link/P1285R0
343,https://wg21.link/lwg3285,2025-11-03 17:11:22,success,,customization.point.object,Standard Library (C++),C++,,,,Behavior Change,"To ensure that the type of a customization point object satisfies the 'semiregular' concept, enhancing its correctness and conformity to standard library requirements.",https://cplusplus.github.io/LWG/issues/3285
344,https://wg21.link/lwg3367,2025-11-03 17:11:23,success,,Integer-class conversions,Standard C++ Library,C++,,,,Behavior Change,"To align integer-class types with the established guarantee that conversions between integral types do not throw exceptions, ensuring support for exception guarantees in algorithms, containers, and iterators.",https://cplusplus.github.io/LWG/issues/3367
338,https://wg21.link/lwg3364,2025-11-03 17:11:17,success,,"range.take.while.view, range.drop.view, range.drop.while.view, range.elements.iterator",ranges,C++,,,,Behavior Change,"Certain data members left uninitialized due to the acceptance of P1035, causing potential indeterminate values. The change restores consistency by introducing initializers for these members.",https://cplusplus.github.io/LWG/issues/3364
346,https://wg21.link/lwg2988,2025-11-03 17:11:24,success,,atomic_exchange,<atomic>,C++,,,,Behavior Change,To avoid independent type deduction for parameter `T` in the second parameter of `std::atomic_exchange`.,https://cplusplus.github.io/LWG/issues/2988
